Ensembl Gene ID	Ensembl Transcript ID
ENSMUSG00000081886	ENSMUST00000121351
ENSMUSG00000081806	ENSMUST00000119001
ENSMUSG00000081943	ENSMUST00000119126
ENSMUSG00000082303	ENSMUST00000120668
ENSMUSG00000083781	ENSMUST00000119577
ENSMUSG00000083897	ENSMUST00000119596
ENSMUSG00000081674	ENSMUST00000120403
ENSMUSG00000082729	ENSMUST00000121259
ENSMUSG00000084197	ENSMUST00000122027
ENSMUSG00000084284	ENSMUST00000121768
ENSMUSG00000082541	ENSMUST00000117607
ENSMUSG00000081230	ENSMUST00000120514
ENSMUSG00000082284	ENSMUST00000119546
ENSMUSG00000083133	ENSMUST00000120993
ENSMUSG00000081969	ENSMUST00000121940
ENSMUSG00000084142	ENSMUST00000119371
ENSMUSG00000081263	ENSMUST00000117752
ENSMUSG00000080899	ENSMUST00000120254
ENSMUSG00000083414	ENSMUST00000122135
ENSMUSG00000081443	ENSMUST00000122154
ENSMUSG00000080845	ENSMUST00000120192
ENSMUSG00000081716	ENSMUST00000117983
ENSMUSG00000081108	ENSMUST00000119747
ENSMUSG00000083680	ENSMUST00000118866
ENSMUSG00000082191	ENSMUST00000121332
ENSMUSG00000082783	ENSMUST00000117072
ENSMUSG00000081240	ENSMUST00000120019
ENSMUSG00000084397	ENSMUST00000118289
ENSMUSG00000081986	ENSMUST00000121067
ENSMUSG00000083775	ENSMUST00000119688
ENSMUSG00000081779	ENSMUST00000117552
ENSMUSG00000080774	ENSMUST00000120745
ENSMUSG00000084341	ENSMUST00000121141
ENSMUSG00000081567	ENSMUST00000118913
ENSMUSG00000083763	ENSMUST00000119501
ENSMUSG00000080886	ENSMUST00000121978
ENSMUSG00000082190	ENSMUST00000117993
ENSMUSG00000083805	ENSMUST00000121850
ENSMUSG00000083711	ENSMUST00000119038
ENSMUSG00000081280	ENSMUST00000119684
ENSMUSG00000083502	ENSMUST00000119451
ENSMUSG00000082746	ENSMUST00000121980
ENSMUSG00000082383	ENSMUST00000121201
ENSMUSG00000082812	ENSMUST00000120277
ENSMUSG00000081004	ENSMUST00000117673
ENSMUSG00000080796	ENSMUST00000120661
ENSMUSG00000083263	ENSMUST00000118995
ENSMUSG00000083213	ENSMUST00000120881
ENSMUSG00000081414	ENSMUST00000118606
ENSMUSG00000081462	ENSMUST00000121697
ENSMUSG00000083019	ENSMUST00000120787
ENSMUSG00000083605	ENSMUST00000117904
ENSMUSG00000082322	ENSMUST00000118700
ENSMUSG00000081689	ENSMUST00000120293
ENSMUSG00000080825	ENSMUST00000117636
ENSMUSG00000083327	ENSMUST00000120233
ENSMUSG00000082996	ENSMUST00000120999
ENSMUSG00000083049	ENSMUST00000122247
ENSMUSG00000081703	ENSMUST00000122012
ENSMUSG00000082600	ENSMUST00000119287
ENSMUSG00000082245	ENSMUST00000120712
ENSMUSG00000083889	ENSMUST00000120991
ENSMUSG00000082137	ENSMUST00000122265
ENSMUSG00000083744	ENSMUST00000119421
ENSMUSG00000082464	ENSMUST00000119785
ENSMUSG00000081976	ENSMUST00000117698
ENSMUSG00000084376	ENSMUST00000119925
ENSMUSG00000082275	ENSMUST00000117758
ENSMUSG00000079965	ENSMUST00000116081
ENSMUSG00000081081	ENSMUST00000121548
ENSMUSG00000082618	ENSMUST00000120065
ENSMUSG00000081289	ENSMUST00000117862
ENSMUSG00000083814	ENSMUST00000118940
ENSMUSG00000084219	ENSMUST00000120795
ENSMUSG00000081778	ENSMUST00000122015
ENSMUSG00000082174	ENSMUST00000119803
ENSMUSG00000083432	ENSMUST00000118167
ENSMUSG00000081395	ENSMUST00000117308
ENSMUSG00000083595	ENSMUST00000118513
ENSMUSG00000083063	ENSMUST00000117216
ENSMUSG00000082939	ENSMUST00000120366
ENSMUSG00000080841	ENSMUST00000117581
ENSMUSG00000082630	ENSMUST00000119416
ENSMUSG00000080898	ENSMUST00000118567
ENSMUSG00000080939	ENSMUST00000120468
ENSMUSG00000081131	ENSMUST00000118345
ENSMUSG00000080758	ENSMUST00000122189
ENSMUSG00000082172	ENSMUST00000119039
ENSMUSG00000081807	ENSMUST00000122293
ENSMUSG00000082354	ENSMUST00000120797
ENSMUSG00000081560	ENSMUST00000121068
ENSMUSG00000081748	ENSMUST00000118414
ENSMUSG00000081793	ENSMUST00000120648
ENSMUSG00000083210	ENSMUST00000119007
ENSMUSG00000081681	ENSMUST00000117840
ENSMUSG00000082189	ENSMUST00000117365
ENSMUSG00000083928	ENSMUST00000118899
ENSMUSG00000082853	ENSMUST00000122296
ENSMUSG00000083641	ENSMUST00000121921
ENSMUSG00000081211	ENSMUST00000117208
ENSMUSG00000083898	ENSMUST00000119729
ENSMUSG00000082546	ENSMUST00000120202
ENSMUSG00000082752	ENSMUST00000118673
ENSMUSG00000083037	ENSMUST00000120304
ENSMUSG00000083392	ENSMUST00000118081
ENSMUSG00000081878	ENSMUST00000118020
ENSMUSG00000082669	ENSMUST00000119106
ENSMUSG00000083520	ENSMUST00000118325
ENSMUSG00000083818	ENSMUST00000120930
ENSMUSG00000081399	ENSMUST00000118643
ENSMUSG00000084097	ENSMUST00000121131
ENSMUSG00000082636	ENSMUST00000118270
ENSMUSG00000081555	ENSMUST00000118721
ENSMUSG00000083103	ENSMUST00000117144
ENSMUSG00000081082	ENSMUST00000119709
ENSMUSG00000082392	ENSMUST00000119482
ENSMUSG00000083560	ENSMUST00000120347
ENSMUSG00000081831	ENSMUST00000121476
ENSMUSG00000082511	ENSMUST00000121909
ENSMUSG00000082567	ENSMUST00000121311
ENSMUSG00000084031	ENSMUST00000117448
ENSMUSG00000079963	ENSMUST00000116079
ENSMUSG00000081978	ENSMUST00000121858
ENSMUSG00000082070	ENSMUST00000120701
ENSMUSG00000081354	ENSMUST00000117170
ENSMUSG00000083561	ENSMUST00000120046
ENSMUSG00000081160	ENSMUST00000118213
ENSMUSG00000082440	ENSMUST00000119757
ENSMUSG00000082260	ENSMUST00000118664
ENSMUSG00000083971	ENSMUST00000119458
ENSMUSG00000083452	ENSMUST00000122351
ENSMUSG00000080965	ENSMUST00000120015
ENSMUSG00000081034	ENSMUST00000118182
ENSMUSG00000083663	ENSMUST00000122435
ENSMUSG00000081124	ENSMUST00000119265
ENSMUSG00000083352	ENSMUST00000121948
ENSMUSG00000084053	ENSMUST00000117067
ENSMUSG00000082482	ENSMUST00000118616
ENSMUSG00000080954	ENSMUST00000120839
ENSMUSG00000081776	ENSMUST00000122446
ENSMUSG00000080852	ENSMUST00000118153
ENSMUSG00000081134	ENSMUST00000120011
ENSMUSG00000083345	ENSMUST00000118273
ENSMUSG00000083602	ENSMUST00000120803
ENSMUSG00000084283	ENSMUST00000117576
ENSMUSG00000081659	ENSMUST00000118872
ENSMUSG00000084324	ENSMUST00000119412
ENSMUSG00000082403	ENSMUST00000121904
ENSMUSG00000081466	ENSMUST00000120166
ENSMUSG00000084138	ENSMUST00000120747
ENSMUSG00000081268	ENSMUST00000117853
ENSMUSG00000083031	ENSMUST00000121037
ENSMUSG00000081171	ENSMUST00000119502
ENSMUSG00000081587	ENSMUST00000120650
ENSMUSG00000083151	ENSMUST00000117075
ENSMUSG00000084172	ENSMUST00000120258
ENSMUSG00000082927	ENSMUST00000121760
ENSMUSG00000082718	ENSMUST00000120198
ENSMUSG00000083616	ENSMUST00000122050
ENSMUSG00000083321	ENSMUST00000111079
ENSMUSG00000081546	ENSMUST00000120283
ENSMUSG00000081728	ENSMUST00000118864
ENSMUSG00000083275	ENSMUST00000118719
ENSMUSG00000080695	ENSMUST00000121935
ENSMUSG00000083668	ENSMUST00000122244
ENSMUSG00000083699	ENSMUST00000117112
ENSMUSG00000084261	ENSMUST00000121019
ENSMUSG00000082590	ENSMUST00000118056
ENSMUSG00000084054	ENSMUST00000119556
ENSMUSG00000084110	ENSMUST00000120256
ENSMUSG00000082840	ENSMUST00000117616
ENSMUSG00000081095	ENSMUST00000119859
ENSMUSG00000080721	ENSMUST00000117466
ENSMUSG00000083537	ENSMUST00000119642
ENSMUSG00000083883	ENSMUST00000118418
ENSMUSG00000083490	ENSMUST00000119309
ENSMUSG00000082003	ENSMUST00000119207
ENSMUSG00000084187	ENSMUST00000117323
ENSMUSG00000082133	ENSMUST00000121531
ENSMUSG00000081538	ENSMUST00000118906
ENSMUSG00000082386	ENSMUST00000121168
ENSMUSG00000080864	ENSMUST00000119918
ENSMUSG00000084365	ENSMUST00000120091
ENSMUSG00000083349	ENSMUST00000118258
ENSMUSG00000082830	ENSMUST00000119240
ENSMUSG00000080865	ENSMUST00000121450
ENSMUSG00000083102	ENSMUST00000118141
ENSMUSG00000081074	ENSMUST00000119029
ENSMUSG00000082355	ENSMUST00000119979
ENSMUSG00000082034	ENSMUST00000118529
ENSMUSG00000083294	ENSMUST00000121069
ENSMUSG00000083279	ENSMUST00000118184
ENSMUSG00000081736	ENSMUST00000117980
ENSMUSG00000083184	ENSMUST00000121847
ENSMUSG00000082611	ENSMUST00000120966
ENSMUSG00000082772	ENSMUST00000117443
ENSMUSG00000081639	ENSMUST00000117248
ENSMUSG00000082690	ENSMUST00000121780
ENSMUSG00000082382	ENSMUST00000122289
ENSMUSG00000081957	ENSMUST00000120282
ENSMUSG00000083250	ENSMUST00000117105
ENSMUSG00000081739	ENSMUST00000121299
ENSMUSG00000082126	ENSMUST00000118741
ENSMUSG00000084337	ENSMUST00000121262
ENSMUSG00000081900	ENSMUST00000118693
ENSMUSG00000081874	ENSMUST00000121551
ENSMUSG00000084047	ENSMUST00000120343
ENSMUSG00000083920	ENSMUST00000117820
ENSMUSG00000081456	ENSMUST00000117258
ENSMUSG00000083024	ENSMUST00000121102
ENSMUSG00000084256	ENSMUST00000117055
ENSMUSG00000083999	ENSMUST00000118716
ENSMUSG00000081072	ENSMUST00000121626
ENSMUSG00000082117	ENSMUST00000118379
ENSMUSG00000082205	ENSMUST00000119209
ENSMUSG00000082537	ENSMUST00000117325
ENSMUSG00000083177	ENSMUST00000121012
ENSMUSG00000083205	ENSMUST00000117111
ENSMUSG00000082905	ENSMUST00000120761
ENSMUSG00000083858	ENSMUST00000121561
ENSMUSG00000083062	ENSMUST00000121247
ENSMUSG00000080788	ENSMUST00000122108
ENSMUSG00000084213	ENSMUST00000118080
ENSMUSG00000083687	ENSMUST00000117590
ENSMUSG00000082655	ENSMUST00000117957
ENSMUSG00000081972	ENSMUST00000122201
ENSMUSG00000083236	ENSMUST00000117512
ENSMUSG00000081292	ENSMUST00000117090
ENSMUSG00000081146	ENSMUST00000120075
ENSMUSG00000081709	ENSMUST00000122074
ENSMUSG00000082071	ENSMUST00000118979
ENSMUSG00000082455	ENSMUST00000120830
ENSMUSG00000080901	ENSMUST00000119297
ENSMUSG00000082518	ENSMUST00000117048
ENSMUSG00000083302	ENSMUST00000122461
ENSMUSG00000080920	ENSMUST00000119933
ENSMUSG00000083569	ENSMUST00000120032
ENSMUSG00000082602	ENSMUST00000117832
ENSMUSG00000084330	ENSMUST00000120148
ENSMUSG00000083223	ENSMUST00000117300
ENSMUSG00000083976	ENSMUST00000117304
ENSMUSG00000083470	ENSMUST00000120785
ENSMUSG00000083324	ENSMUST00000119232
ENSMUSG00000083162	ENSMUST00000121452
ENSMUSG00000084216	ENSMUST00000122107
ENSMUSG00000084245	ENSMUST00000117482
ENSMUSG00000082261	ENSMUST00000121039
ENSMUSG00000083517	ENSMUST00000120502
ENSMUSG00000081507	ENSMUST00000121180
ENSMUSG00000084008	ENSMUST00000120810
ENSMUSG00000082979	ENSMUST00000118695
ENSMUSG00000082358	ENSMUST00000122354
ENSMUSG00000081286	ENSMUST00000117135
ENSMUSG00000082021	ENSMUST00000119913
ENSMUSG00000083828	ENSMUST00000121419
ENSMUSG00000082504	ENSMUST00000118884
ENSMUSG00000083322	ENSMUST00000117639
ENSMUSG00000082421	ENSMUST00000119192
ENSMUSG00000080874	ENSMUST00000117153
ENSMUSG00000082214	ENSMUST00000121387
ENSMUSG00000082563	ENSMUST00000119219
ENSMUSG00000080953	ENSMUST00000118434
ENSMUSG00000081295	ENSMUST00000118971
ENSMUSG00000083445	ENSMUST00000122144
ENSMUSG00000080718	ENSMUST00000119317
ENSMUSG00000084086	ENSMUST00000119238
ENSMUSG00000081938	ENSMUST00000118914
ENSMUSG00000081032	ENSMUST00000120212
ENSMUSG00000083526	ENSMUST00000117359
ENSMUSG00000082011	ENSMUST00000118843
ENSMUSG00000083493	ENSMUST00000120703
ENSMUSG00000082696	ENSMUST00000118561
ENSMUSG00000081349	ENSMUST00000119048
ENSMUSG00000082955	ENSMUST00000118089
ENSMUSG00000082135	ENSMUST00000117224
ENSMUSG00000084118	ENSMUST00000120497
ENSMUSG00000081017	ENSMUST00000118275
ENSMUSG00000083053	ENSMUST00000117657
ENSMUSG00000083180	ENSMUST00000119982
ENSMUSG00000081869	ENSMUST00000118406
ENSMUSG00000084205	ENSMUST00000122380
ENSMUSG00000082018	ENSMUST00000118789
ENSMUSG00000080740	ENSMUST00000119861
ENSMUSG00000081018	ENSMUST00000119176
ENSMUSG00000081374	ENSMUST00000117724
ENSMUSG00000081761	ENSMUST00000122262
ENSMUSG00000082031	ENSMUST00000117903
ENSMUSG00000081408	ENSMUST00000118891
ENSMUSG00000083646	ENSMUST00000117257
ENSMUSG00000082165	ENSMUST00000116438
ENSMUSG00000081029	ENSMUST00000122344
ENSMUSG00000083710	ENSMUST00000118371
ENSMUSG00000082223	ENSMUST00000121943
ENSMUSG00000081217	ENSMUST00000118845
ENSMUSG00000081803	ENSMUST00000117707
ENSMUSG00000083741	ENSMUST00000117795
ENSMUSG00000082948	ENSMUST00000115986
ENSMUSG00000081607	ENSMUST00000118177
ENSMUSG00000080775	ENSMUST00000119727
ENSMUSG00000082291	ENSMUST00000119204
ENSMUSG00000083026	ENSMUST00000121026
ENSMUSG00000082675	ENSMUST00000118873
ENSMUSG00000082890	ENSMUST00000120742
ENSMUSG00000083311	ENSMUST00000117081
ENSMUSG00000082929	ENSMUST00000121648
ENSMUSG00000083273	ENSMUST00000117647
ENSMUSG00000081365	ENSMUST00000121341
ENSMUSG00000081750	ENSMUST00000117247
ENSMUSG00000081568	ENSMUST00000118547
ENSMUSG00000081463	ENSMUST00000120474
ENSMUSG00000083089	ENSMUST00000119663
ENSMUSG00000082060	ENSMUST00000118201
ENSMUSG00000082121	ENSMUST00000121323
ENSMUSG00000084361	ENSMUST00000117682
ENSMUSG00000081897	ENSMUST00000119534
ENSMUSG00000083200	ENSMUST00000120163
ENSMUSG00000080922	ENSMUST00000121333
ENSMUSG00000081635	ENSMUST00000118189
ENSMUSG00000082106	ENSMUST00000117991
ENSMUSG00000084303	ENSMUST00000117232
ENSMUSG00000081336	ENSMUST00000117432
ENSMUSG00000082085	ENSMUST00000120983
ENSMUSG00000081062	ENSMUST00000118445
ENSMUSG00000083480	ENSMUST00000122039
ENSMUSG00000081646	ENSMUST00000119550
ENSMUSG00000082773	ENSMUST00000117689
ENSMUSG00000080915	ENSMUST00000120604
ENSMUSG00000083375	ENSMUST00000121516
ENSMUSG00000083908	ENSMUST00000118905
ENSMUSG00000080755	ENSMUST00000120567
ENSMUSG00000083960	ENSMUST00000119420
ENSMUSG00000081738	ENSMUST00000117548
ENSMUSG00000084161	ENSMUST00000121076
ENSMUSG00000081197	ENSMUST00000117076
ENSMUSG00000081718	ENSMUST00000119275
ENSMUSG00000084147	ENSMUST00000122187
ENSMUSG00000082594	ENSMUST00000117603
ENSMUSG00000084061	ENSMUST00000122042
ENSMUSG00000080250	ENSMUST00000116523
ENSMUSG00000084191	ENSMUST00000121997
ENSMUSG00000083970	ENSMUST00000119794
ENSMUSG00000080046	ENSMUST00000116160
ENSMUSG00000083809	ENSMUST00000117545
ENSMUSG00000081815	ENSMUST00000121447
ENSMUSG00000083072	ENSMUST00000119237
ENSMUSG00000081533	ENSMUST00000122142
ENSMUSG00000084001	ENSMUST00000119280
ENSMUSG00000081558	ENSMUST00000117175
ENSMUSG00000082856	ENSMUST00000119691
ENSMUSG00000084112	ENSMUST00000120152
ENSMUSG00000082299	ENSMUST00000120968
ENSMUSG00000080071	ENSMUST00000116185
ENSMUSG00000082995	ENSMUST00000118631
ENSMUSG00000083256	ENSMUST00000122077
ENSMUSG00000080854	ENSMUST00000121553
ENSMUSG00000083778	ENSMUST00000118394
ENSMUSG00000083231	ENSMUST00000121918
ENSMUSG00000081468	ENSMUST00000117973
ENSMUSG00000083313	ENSMUST00000118787
ENSMUSG00000081545	ENSMUST00000118552
ENSMUSG00000082224	ENSMUST00000119036
ENSMUSG00000081294	ENSMUST00000122332
ENSMUSG00000081963	ENSMUST00000118751
ENSMUSG00000081645	ENSMUST00000117974
ENSMUSG00000084084	ENSMUST00000121179
ENSMUSG00000082937	ENSMUST00000118996
ENSMUSG00000084395	ENSMUST00000117465
ENSMUSG00000083148	ENSMUST00000118740
ENSMUSG00000081827	ENSMUST00000119893
ENSMUSG00000082522	ENSMUST00000118183
ENSMUSG00000081928	ENSMUST00000117777
ENSMUSG00000082974	ENSMUST00000119673
ENSMUSG00000081187	ENSMUST00000120793
ENSMUSG00000081396	ENSMUST00000118581
ENSMUSG00000082961	ENSMUST00000119124
ENSMUSG00000081194	ENSMUST00000117716
ENSMUSG00000081782	ENSMUST00000121540
ENSMUSG00000081942	ENSMUST00000119370
ENSMUSG00000081625	ENSMUST00000117169
ENSMUSG00000083596	ENSMUST00000121545
ENSMUSG00000084166	ENSMUST00000121488
ENSMUSG00000082423	ENSMUST00000117602
ENSMUSG00000082342	ENSMUST00000121650
ENSMUSG00000081331	ENSMUST00000117106
ENSMUSG00000082609	ENSMUST00000118718
ENSMUSG00000082973	ENSMUST00000117554
ENSMUSG00000083379	ENSMUST00000117825
ENSMUSG00000083719	ENSMUST00000117340
ENSMUSG00000082778	ENSMUST00000117933
ENSMUSG00000083474	ENSMUST00000120888
ENSMUSG00000081306	ENSMUST00000119635
ENSMUSG00000084003	ENSMUST00000117739
ENSMUSG00000083948	ENSMUST00000120079
ENSMUSG00000081993	ENSMUST00000118211
ENSMUSG00000083440	ENSMUST00000120384
ENSMUSG00000084275	ENSMUST00000121222
ENSMUSG00000082733	ENSMUST00000119867
ENSMUSG00000080743	ENSMUST00000122032
ENSMUSG00000080799	ENSMUST00000120790
ENSMUSG00000083488	ENSMUST00000118553
ENSMUSG00000082906	ENSMUST00000117126
ENSMUSG00000083675	ENSMUST00000120889
ENSMUSG00000083824	ENSMUST00000119312
ENSMUSG00000081702	ENSMUST00000121124
ENSMUSG00000081655	ENSMUST00000120399
ENSMUSG00000082751	ENSMUST00000120113
ENSMUSG00000082462	ENSMUST00000122263
ENSMUSG00000083978	ENSMUST00000120072
ENSMUSG00000081870	ENSMUST00000121860
ENSMUSG00000081502	ENSMUST00000120568
ENSMUSG00000084051	ENSMUST00000119088
ENSMUSG00000082584	ENSMUST00000117630
ENSMUSG00000080940	ENSMUST00000122031
ENSMUSG00000084367	ENSMUST00000121013
ENSMUSG00000082197	ENSMUST00000122420
ENSMUSG00000083554	ENSMUST00000118505
ENSMUSG00000083823	ENSMUST00000120127
ENSMUSG00000081364	ENSMUST00000118250
ENSMUSG00000082560	ENSMUST00000121852
ENSMUSG00000084065	ENSMUST00000117062
ENSMUSG00000081821	ENSMUST00000120577
ENSMUSG00000083362	ENSMUST00000121482
ENSMUSG00000081386	ENSMUST00000120553
ENSMUSG00000082612	ENSMUST00000118320
ENSMUSG00000083573	ENSMUST00000118798
ENSMUSG00000084246	ENSMUST00000119325
ENSMUSG00000081393	ENSMUST00000120749
ENSMUSG00000082708	ENSMUST00000118945
ENSMUSG00000083841	ENSMUST00000122451
ENSMUSG00000082002	ENSMUST00000122274
ENSMUSG00000081415	ENSMUST00000117734
ENSMUSG00000083636	ENSMUST00000117629
ENSMUSG00000081222	ENSMUST00000122049
ENSMUSG00000081505	ENSMUST00000118619
ENSMUSG00000083117	ENSMUST00000122191
ENSMUSG00000083166	ENSMUST00000122457
ENSMUSG00000081915	ENSMUST00000118399
ENSMUSG00000082076	ENSMUST00000120024
ENSMUSG00000083136	ENSMUST00000121593
ENSMUSG00000081797	ENSMUST00000118644
ENSMUSG00000084270	ENSMUST00000120491
ENSMUSG00000084210	ENSMUST00000121057
ENSMUSG00000082026	ENSMUST00000118817
ENSMUSG00000083316	ENSMUST00000117397
ENSMUSG00000083625	ENSMUST00000121264
ENSMUSG00000083127	ENSMUST00000121164
ENSMUSG00000083437	ENSMUST00000122329
ENSMUSG00000082693	ENSMUST00000120855
ENSMUSG00000083906	ENSMUST00000119345
ENSMUSG00000083393	ENSMUST00000120453
ENSMUSG00000082810	ENSMUST00000121310
ENSMUSG00000082500	ENSMUST00000118775
ENSMUSG00000083318	ENSMUST00000121005
ENSMUSG00000083516	ENSMUST00000121406
ENSMUSG00000081536	ENSMUST00000120224
ENSMUSG00000083945	ENSMUST00000122459
ENSMUSG00000082449	ENSMUST00000121122
ENSMUSG00000080983	ENSMUST00000119301
ENSMUSG00000081845	ENSMUST00000120823
ENSMUSG00000082625	ENSMUST00000119454
ENSMUSG00000081091	ENSMUST00000118642
ENSMUSG00000082007	ENSMUST00000119143
ENSMUSG00000083963	ENSMUST00000117668
ENSMUSG00000082571	ENSMUST00000122208
ENSMUSG00000084022	ENSMUST00000121443
ENSMUSG00000082539	ENSMUST00000119259
ENSMUSG00000081917	ENSMUST00000117703
ENSMUSG00000083225	ENSMUST00000117773
ENSMUSG00000082598	ENSMUST00000122403
ENSMUSG00000082970	ENSMUST00000122155
ENSMUSG00000081156	ENSMUST00000121240
ENSMUSG00000080778	ENSMUST00000118327
ENSMUSG00000083695	ENSMUST00000119583
ENSMUSG00000081699	ENSMUST00000122098
ENSMUSG00000083837	ENSMUST00000117183
ENSMUSG00000081931	ENSMUST00000118932
ENSMUSG00000080834	ENSMUST00000118058
ENSMUSG00000082134	ENSMUST00000117309
ENSMUSG00000081012	ENSMUST00000120501
ENSMUSG00000083466	ENSMUST00000120449
ENSMUSG00000084080	ENSMUST00000121844
ENSMUSG00000081875	ENSMUST00000120989
ENSMUSG00000083308	ENSMUST00000118791
ENSMUSG00000081406	ENSMUST00000118499
ENSMUSG00000082019	ENSMUST00000119174
ENSMUSG00000082360	ENSMUST00000119072
ENSMUSG00000083656	ENSMUST00000122260
ENSMUSG00000081216	ENSMUST00000119303
ENSMUSG00000084378	ENSMUST00000119938
ENSMUSG00000082915	ENSMUST00000118156
ENSMUSG00000084180	ENSMUST00000122104
ENSMUSG00000083611	ENSMUST00000119890
ENSMUSG00000084014	ENSMUST00000122339
ENSMUSG00000081500	ENSMUST00000118747
ENSMUSG00000081137	ENSMUST00000119987
ENSMUSG00000082452	ENSMUST00000117792
ENSMUSG00000083634	ENSMUST00000119796
ENSMUSG00000082152	ENSMUST00000119695
ENSMUSG00000081562	ENSMUST00000122243
ENSMUSG00000081833	ENSMUST00000122366
ENSMUSG00000082187	ENSMUST00000120947
ENSMUSG00000084400	ENSMUST00000117433
ENSMUSG00000082160	ENSMUST00000118530
ENSMUSG00000084087	ENSMUST00000117729
ENSMUSG00000081611	ENSMUST00000119086
ENSMUSG00000082006	ENSMUST00000122325
ENSMUSG00000084151	ENSMUST00000118030
ENSMUSG00000081719	ENSMUST00000121278
ENSMUSG00000081351	ENSMUST00000119852
ENSMUSG00000082701	ENSMUST00000121511
ENSMUSG00000082046	ENSMUST00000119658
ENSMUSG00000084239	ENSMUST00000121117
ENSMUSG00000082731	ENSMUST00000117195
ENSMUSG00000084101	ENSMUST00000120765
ENSMUSG00000082209	ENSMUST00000122226
ENSMUSG00000083950	ENSMUST00000119028
ENSMUSG00000080984	ENSMUST00000118363
ENSMUSG00000083691	ENSMUST00000120603
ENSMUSG00000081284	ENSMUST00000122056
ENSMUSG00000083519	ENSMUST00000121276
ENSMUSG00000082494	ENSMUST00000119857
ENSMUSG00000081487	ENSMUST00000119360
ENSMUSG00000083284	ENSMUST00000121557
ENSMUSG00000082506	ENSMUST00000118989
ENSMUSG00000084107	ENSMUST00000118624
ENSMUSG00000084297	ENSMUST00000118509
ENSMUSG00000081566	ENSMUST00000117618
ENSMUSG00000084005	ENSMUST00000118105
ENSMUSG00000082666	ENSMUST00000120739
ENSMUSG00000080979	ENSMUST00000120616
ENSMUSG00000083804	ENSMUST00000122185
ENSMUSG00000081122	ENSMUST00000118926
ENSMUSG00000081400	ENSMUST00000119790
ENSMUSG00000083291	ENSMUST00000118678
ENSMUSG00000080925	ENSMUST00000117524
ENSMUSG00000083389	ENSMUST00000117925
ENSMUSG00000080949	ENSMUST00000119497
ENSMUSG00000082460	ENSMUST00000122462
ENSMUSG00000083118	ENSMUST00000121926
ENSMUSG00000081801	ENSMUST00000118734
ENSMUSG00000083355	ENSMUST00000122024
ENSMUSG00000084359	ENSMUST00000120774
ENSMUSG00000081980	ENSMUST00000118542
ENSMUSG00000084198	ENSMUST00000119708
ENSMUSG00000081382	ENSMUST00000121555
ENSMUSG00000080800	ENSMUST00000121041
ENSMUSG00000082534	ENSMUST00000117484
ENSMUSG00000081014	ENSMUST00000117313
ENSMUSG00000082712	ENSMUST00000120485
ENSMUSG00000081047	ENSMUST00000117353
ENSMUSG00000081955	ENSMUST00000122319
ENSMUSG00000082804	ENSMUST00000119156
ENSMUSG00000081328	ENSMUST00000121340
ENSMUSG00000082577	ENSMUST00000122238
ENSMUSG00000083358	ENSMUST00000120361
ENSMUSG00000083652	ENSMUST00000120884
ENSMUSG00000082661	ENSMUST00000118999
ENSMUSG00000081057	ENSMUST00000121263
ENSMUSG00000083029	ENSMUST00000120741
ENSMUSG00000080785	ENSMUST00000120063
ENSMUSG00000082754	ENSMUST00000121914
ENSMUSG00000082892	ENSMUST00000122338
ENSMUSG00000083418	ENSMUST00000120109
ENSMUSG00000083594	ENSMUST00000117964
ENSMUSG00000083969	ENSMUST00000119802
ENSMUSG00000083864	ENSMUST00000122018
ENSMUSG00000084232	ENSMUST00000118335
ENSMUSG00000084117	ENSMUST00000118807
ENSMUSG00000080752	ENSMUST00000120755
ENSMUSG00000082547	ENSMUST00000117635
ENSMUSG00000081027	ENSMUST00000119152
ENSMUSG00000080924	ENSMUST00000117978
ENSMUSG00000080986	ENSMUST00000120210
ENSMUSG00000082761	ENSMUST00000117704
ENSMUSG00000084016	ENSMUST00000117211
ENSMUSG00000083147	ENSMUST00000119132
ENSMUSG00000081610	ENSMUST00000117290
ENSMUSG00000081041	ENSMUST00000120843
ENSMUSG00000081168	ENSMUST00000121036
ENSMUSG00000081950	ENSMUST00000119592
ENSMUSG00000081853	ENSMUST00000120217
ENSMUSG00000084043	ENSMUST00000117753
ENSMUSG00000082582	ENSMUST00000121296
ENSMUSG00000082225	ENSMUST00000117471
ENSMUSG00000083706	ENSMUST00000118736
ENSMUSG00000083550	ENSMUST00000120328
ENSMUSG00000083211	ENSMUST00000119793
ENSMUSG00000081907	ENSMUST00000117332
ENSMUSG00000084333	ENSMUST00000118720
ENSMUSG00000082028	ENSMUST00000118646
ENSMUSG00000081762	ENSMUST00000122437
ENSMUSG00000083267	ENSMUST00000119555
ENSMUSG00000082908	ENSMUST00000119272
ENSMUSG00000082417	ENSMUST00000120590
ENSMUSG00000081132	ENSMUST00000118953
ENSMUSG00000083688	ENSMUST00000121486
ENSMUSG00000082428	ENSMUST00000118805
ENSMUSG00000081617	ENSMUST00000122045
ENSMUSG00000082227	ENSMUST00000118227
ENSMUSG00000083185	ENSMUST00000117180
ENSMUSG00000081908	ENSMUST00000122179
ENSMUSG00000082982	ENSMUST00000118232
ENSMUSG00000081234	ENSMUST00000121186
ENSMUSG00000082056	ENSMUST00000121994
ENSMUSG00000081429	ENSMUST00000118179
ENSMUSG00000081345	ENSMUST00000117651
ENSMUSG00000082206	ENSMUST00000117860
