Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000088722	7	59330794	59330949	-1
ENSMUSG00000088293	5	118598797	118598903	-1
ENSMUSG00000088392	16	74608002	74608127	1
ENSMUSG00000080349	12	63699879	63699997	-1
ENSMUSG00000065447	3	127248542	127248607	1
ENSMUSG00000080561	1	166954476	166954587	1
ENSMUSG00000077628	X	129088253	129088383	-1
ENSMUSG00000080515	5	7888685	7888793	1
ENSMUSG00000077926	4	59824929	59824989	-1
ENSMUSG00000065718	10	46558152	46558313	-1
ENSMUSG00000065599	13	63401780	63401876	1
ENSMUSG00000064515	6	60200786	60200904	1
ENSMUSG00000075959	7	67026875	67026968	-1
ENSMUSG00000088968	19	47789274	47789377	-1
ENSMUSG00000089529	18	32453004	32453311	1
ENSMUSG00000065561	12	110981628	110981706	1
ENSMUSG00000076454	7	134852001	134852076	1
ENSMUSG00000089330	14	45952745	45952832	-1
ENSMUSG00000077048	1	100446028	100446137	1
ENSMUSG00000064981	X	71517823	71517959	1
ENSMUSG00000084421	X	143918836	143918964	-1
ENSMUSG00000088116	7	124920308	124920412	1
ENSMUSG00000088704	15	15748982	15749109	1
ENSMUSG00000064387	4	131908690	131908894	-1
ENSMUSG00000080371	8	111212966	111213029	1
ENSMUSG00000088350	18	17285080	17285311	-1
ENSMUSG00000065472	16	77646518	77646588	1
ENSMUSG00000065112	X	51422172	51422278	1
ENSMUSG00000075890	7	66938956	66939049	-1
ENSMUSG00000077972	2	10388571	10388664	1
ENSMUSG00000077215	9	99650810	99650936	-1
ENSMUSG00000076021	2	10415651	10415747	1
ENSMUSG00000076137	17	21421067	21421176	-1
ENSMUSG00000065069	5	70942080	70942186	-1
ENSMUSG00000088689	18	74938045	74938123	-1
ENSMUSG00000088984	4	126538224	126538356	-1
ENSMUSG00000064575	7	145293116	145293222	-1
ENSMUSG00000064856	11	83085000	83085190	1
ENSMUSG00000064840	3	85712275	85712381	-1
ENSMUSG00000088767	X	123942962	123943236	1
ENSMUSG00000077262	6	112184157	112184256	-1
ENSMUSG00000088383	X	149303163	149303403	1
ENSMUSG00000088975	6	14063316	14063431	1
ENSMUSG00000065261	2	80824240	80824346	-1
ENSMUSG00000065150	18	13368211	13368317	-1
ENSMUSG00000088017	1	47808143	47808412	-1
ENSMUSG00000065301	9	65748008	65748115	1
ENSMUSG00000065282	9	15118246	15118376	1
ENSMUSG00000065518	11	76891566	76891674	-1
ENSMUSG00000077630	12	83873308	83873443	-1
ENSMUSG00000064755	14	52962452	52962558	1
ENSMUSG00000084560	2	11009408	11009540	-1
ENSMUSG00000077392	4	5614824	5614949	-1
ENSMUSG00000088856	8	34802273	34802416	1
ENSMUSG00000080488	2	10404239	10404365	1
ENSMUSG00000088812	9	106714826	106714929	-1
ENSMUSG00000064391	6	65939634	65939733	-1
ENSMUSG00000080436	3	96146762	96146820	1
ENSMUSG00000080582	X	147242402	147242529	-1
ENSMUSG00000077954	2	10438694	10438791	1
ENSMUSG00000077868	17	49325603	49325684	1
ENSMUSG00000089143	19	37307872	37307972	-1
ENSMUSG00000089209	6	52960388	52960526	-1
ENSMUSG00000070192	12	54147695	54147813	-1
ENSMUSG00000077714	2	144091715	144091952	-1
ENSMUSG00000077376	3	87386594	87386713	-1
ENSMUSG00000075947	7	66777526	66777603	-1
ENSMUSG00000084473	7	48135028	48135108	1
ENSMUSG00000088757	14	82897016	82897084	-1
ENSMUSG00000080449	6	83458648	83458739	-1
ENSMUSG00000088799	7	35886841	35886959	1
ENSMUSG00000065746	18	84911554	84911709	-1
ENSMUSG00000077602	16	24884259	24884392	1
ENSMUSG00000089073	2	93226884	93226986	-1
ENSMUSG00000089448	15	56899341	56899403	-1
ENSMUSG00000076385	3	38457031	38457136	-1
ENSMUSG00000065464	16	18327486	18327565	-1
ENSMUSG00000064867	3	86188169	86188275	1
ENSMUSG00000089165	19	51217118	51217225	-1
ENSMUSG00000089574	9	64989093	64989163	-1
ENSMUSG00000077278	13	91862861	91862988	1
ENSMUSG00000064983	2	133410051	133410157	-1
ENSMUSG00000089205	X	98201160	98201222	1
ENSMUSG00000064493	12	112779152	112779278	1
ENSMUSG00000065414	9	122591994	122592092	1
ENSMUSG00000088731	9	24768980	24769113	1
ENSMUSG00000075717	7	66700873	66700951	-1
ENSMUSG00000087874	15	30531269	30531331	1
ENSMUSG00000065542	X	69506370	69506451	-1
ENSMUSG00000088610	8	126130506	126130589	-1
ENSMUSG00000087828	19	6359374	6359433	-1
ENSMUSG00000089299	1	167370756	167370840	1
ENSMUSG00000070235	15	78199678	78199787	1
ENSMUSG00000084647	3	59931563	59931669	-1
ENSMUSG00000065194	13	17532624	17532730	1
ENSMUSG00000080387	16	3249584	3249704	1
ENSMUSG00000080361	13	102925922	102926024	-1
ENSMUSG00000065327	12	71031891	71032200	1
ENSMUSG00000065333	16	25702728	25702834	-1
ENSMUSG00000089327	4	25440598	25440722	-1
ENSMUSG00000089229	13	33659663	33659874	1
ENSMUSG00000088182	8	36810503	36810616	1
ENSMUSG00000084626	13	115906335	115906441	1
ENSMUSG00000064612	1	63225251	63225328	1
ENSMUSG00000088774	4	153508139	153508282	1
ENSMUSG00000077155	11	57554802	57554904	1
ENSMUSG00000077839	16	59664844	59664920	-1
ENSMUSG00000077962	13	58124486	58124561	-1
ENSMUSG00000065794	2	116793775	116793909	-1
ENSMUSG00000088219	15	79910681	79910773	-1
ENSMUSG00000078022	17	39597275	39597384	-1
ENSMUSG00000075883	7	66843046	66843124	-1
ENSMUSG00000077697	9	25377263	25377390	-1
ENSMUSG00000064872	3	86734665	86734824	1
ENSMUSG00000064626	2	37137571	37137677	1
ENSMUSG00000064910	1	25336290	25336396	-1
ENSMUSG00000064723	15	99198460	99198566	-1
ENSMUSG00000077245	9	101295309	101295440	-1
ENSMUSG00000088085	5	118426463	118426569	-1
ENSMUSG00000065206	6	42287676	42287782	-1
ENSMUSG00000065390	1	173663430	173663536	-1
ENSMUSG00000076117	X	140732333	140732442	1
ENSMUSG00000065826	1	179958164	179958270	-1
ENSMUSG00000088752	11	69476545	69476627	1
ENSMUSG00000087969	6	12128349	12128400	-1
ENSMUSG00000087901	2	146369234	146369361	-1
ENSMUSG00000087710	17	87102638	87102747	-1
ENSMUSG00000077736	1	83918493	83918616	1
ENSMUSG00000089014	X	72346748	72346865	1
ENSMUSG00000075709	7	66708353	66708431	-1
ENSMUSG00000077445	8	40045958	40046089	-1
ENSMUSG00000089621	4	53733774	53734072	-1
ENSMUSG00000077406	X	72824147	72824310	-1
ENSMUSG00000080548	2	10409134	10409260	1
ENSMUSG00000084472	18	24844669	24844783	-1
ENSMUSG00000077443	15	99767738	99767872	-1
ENSMUSG00000088108	13	96100555	96100692	1
ENSMUSG00000089536	1	161270414	161270553	1
ENSMUSG00000080647	10	90552452	90552543	1
ENSMUSG00000088408	2	163340252	163340354	1
ENSMUSG00000077509	7	27316203	27316312	1
ENSMUSG00000089266	14	82784173	82784336	-1
ENSMUSG00000084459	X	61749759	61749832	1
ENSMUSG00000088427	NT_165792	334036	334143	1
ENSMUSG00000087794	2	61636237	61636353	1
ENSMUSG00000064666	7	148634702	148634838	1
ENSMUSG00000064658	9	44544896	44545030	-1
ENSMUSG00000088873	14	22269696	22269787	1
ENSMUSG00000080480	8	101198977	101199102	-1
ENSMUSG00000088553	10	110566163	110566265	-1
ENSMUSG00000088137	5	34738199	34738302	-1
ENSMUSG00000089421	X	108729743	108729997	-1
ENSMUSG00000080330	3	137284438	137284557	1
ENSMUSG00000080350	7	11888567	11888687	-1
ENSMUSG00000070126	1	164147945	164148054	1
ENSMUSG00000088197	2	65214226	65214339	-1
ENSMUSG00000080655	10	6921426	6921518	-1
ENSMUSG00000064590	3	94903422	94903528	1
ENSMUSG00000077784	7	65260575	65260708	1
ENSMUSG00000065694	1	66482656	66482806	1
ENSMUSG00000088746	14	91507966	91508079	-1
ENSMUSG00000065329	5	23341985	23342139	-1
ENSMUSG00000089506	16	8204068	8204341	1
ENSMUSG00000088474	5	104031606	104031898	1
ENSMUSG00000088263	6	38007973	38008076	-1
ENSMUSG00000077925	12	110973829	110973910	1
ENSMUSG00000064832	6	132514990	132515110	1
ENSMUSG00000088737	14	67210443	67210532	-1
ENSMUSG00000078021	9	80236463	80236545	-1
ENSMUSG00000088476	16	80137597	80137712	1
ENSMUSG00000064427	12	17552952	17553087	1
ENSMUSG00000065903	X	62053686	62053791	1
ENSMUSG00000084631	1	196684851	196685144	1
ENSMUSG00000088489	16	36162101	36162207	-1
ENSMUSG00000088134	2	142612632	142612747	1
ENSMUSG00000088766	14	37425303	37425425	1
ENSMUSG00000077451	16	78240503	78240633	1
ENSMUSG00000080487	11	49709233	49709347	1
ENSMUSG00000089382	X	134679921	134680179	-1
ENSMUSG00000065841	X	151413882	151413991	1
ENSMUSG00000080664	11	106586572	106586764	1
ENSMUSG00000065680	4	116827119	116827189	-1
ENSMUSG00000088065	X	75874014	75874077	-1
ENSMUSG00000088232	X	151574439	151574570	1
ENSMUSG00000076300	19	34470137	34470245	-1
ENSMUSG00000065431	3	157207243	157207313	1
ENSMUSG00000064845	1	193596600	193596713	-1
ENSMUSG00000089019	10	104302260	104302364	-1
ENSMUSG00000075987	7	67042047	67042140	-1
ENSMUSG00000077829	3	3555465	3555556	1
ENSMUSG00000065434	13	58494140	58494247	-1
ENSMUSG00000088059	18	35714146	35714286	1
ENSMUSG00000065378	19	8799582	8799646	1
ENSMUSG00000076064	16	28600021	28600129	-1
ENSMUSG00000084462	7	89903382	89903489	-1
ENSMUSG00000065770	6	6874118	6874279	-1
ENSMUSG00000080346	13	62880954	62881036	1
ENSMUSG00000065795	5	55694659	55694820	-1
ENSMUSG00000065127	2	38883297	38883403	1
ENSMUSG00000088587	9	68357970	68358042	1
ENSMUSG00000088657	8	62038112	62038219	1
ENSMUSG00000088501	18	34183874	34183934	-1
ENSMUSG00000088527	13	43147517	43147779	-1
ENSMUSG00000078055	3	133416739	133416820	1
ENSMUSG00000076230	2	156236665	156236760	-1
ENSMUSG00000087870	8	131295070	131295196	1
ENSMUSG00000076292	7	72884884	72884989	1
ENSMUSG00000064904	3	55352368	55352474	1
ENSMUSG00000076255	3	89031038	89031120	-1
ENSMUSG00000078051	11	99764860	99764937	1
ENSMUSG00000064709	8	78798243	78798349	-1
ENSMUSG00000088062	15	33519361	33519491	-1
ENSMUSG00000077705	2	112309410	112309523	-1
ENSMUSG00000080536	6	148915838	148915959	1
ENSMUSG00000077420	3	51101101	51101166	1
ENSMUSG00000084663	9	20836695	20836772	-1
ENSMUSG00000076145	12	110953787	110953860	1
ENSMUSG00000077435	X	118125444	118125571	1
ENSMUSG00000088229	3	9402175	9402485	1
ENSMUSG00000077761	2	168707540	168707668	-1
ENSMUSG00000077052	6	69977976	69978085	-1
ENSMUSG00000088863	5	70578024	70578085	-1
ENSMUSG00000064844	18	75161534	75161598	1
ENSMUSG00000064854	13	107570194	107570300	-1
ENSMUSG00000087972	7	143436782	143436862	1
ENSMUSG00000084516	2	104269018	104269097	-1
ENSMUSG00000077146	6	43837193	43837323	1
ENSMUSG00000080367	7	110564320	110564440	1
ENSMUSG00000089595	13	74062811	74062875	1
ENSMUSG00000088721	6	63150035	63150146	-1
ENSMUSG00000089060	3	116151307	116151482	-1
ENSMUSG00000070102	4	62917885	62917966	1
ENSMUSG00000064466	6	106951446	106951552	1
ENSMUSG00000064911	X	55242650	55242756	1
ENSMUSG00000088140	4	45359321	45359402	-1
ENSMUSG00000077066	3	6338882	6338991	-1
ENSMUSG00000080622	2	112341026	112341154	1
ENSMUSG00000089096	10	84077464	84077558	1
ENSMUSG00000084641	19	44006806	44006922	1
ENSMUSG00000089409	4	82724415	82724533	1
ENSMUSG00000087938	4	41259124	41259231	-1
ENSMUSG00000088032	9	118584169	118584258	-1
ENSMUSG00000077235	1	190446802	190446932	-1
ENSMUSG00000077613	12	42075028	42075159	-1
ENSMUSG00000088498	1	153107954	153108044	-1
ENSMUSG00000065337	8	53163958	53164096	1
ENSMUSG00000088778	8	23217452	23217560	-1
ENSMUSG00000088014	4	108833529	108833802	-1
ENSMUSG00000077511	15	59916343	59916449	1
ENSMUSG00000070076	12	110831042	110831138	1
ENSMUSG00000075863	8	126093228	126093346	-1
ENSMUSG00000065311	7	106646228	106646332	1
ENSMUSG00000080483	3	119540822	119540942	1
ENSMUSG00000065143	19	51314180	51314286	-1
ENSMUSG00000089533	10	77981368	77981483	1
ENSMUSG00000089568	2	77385292	77385351	1
ENSMUSG00000065462	6	124668340	124668408	-1
ENSMUSG00000080506	3	133094667	133094787	-1
ENSMUSG00000084501	10	114347767	114348091	-1
ENSMUSG00000087989	7	70730808	70730908	1
ENSMUSG00000065306	17	66435434	66435540	1
ENSMUSG00000077295	1	104003026	104003157	-1
ENSMUSG00000075720	8	126135615	126135733	-1
ENSMUSG00000089077	3	85766693	85766754	-1
ENSMUSG00000066080	10	42855276	42855339	1
ENSMUSG00000089517	12	110879232	110879304	1
ENSMUSG00000087903	4	142793968	142794099	1
ENSMUSG00000088976	9	89926145	89926412	1
ENSMUSG00000089452	3	104504793	104504882	1
ENSMUSG00000065023	3	89005089	89005195	-1
ENSMUSG00000077555	5	61108556	61108678	-1
ENSMUSG00000064534	9	49633974	49634080	-1
ENSMUSG00000089478	X	113400923	113401101	-1
ENSMUSG00000077672	3	86870815	86870946	1
ENSMUSG00000089395	1	32783484	32783775	1
ENSMUSG00000077680	18	23305595	23305720	1
ENSMUSG00000064952	3	94894547	94894631	-1
ENSMUSG00000064851	5	7177706	7177856	-1
ENSMUSG00000076979	2	10412966	10413049	1
ENSMUSG00000077546	2	62640546	62640681	-1
ENSMUSG00000088761	14	57035603	57035705	1
ENSMUSG00000089582	12	13425813	13425875	-1
ENSMUSG00000077088	2	10417897	10417978	1
ENSMUSG00000065034	6	42725572	42725679	-1
ENSMUSG00000084691	12	110884339	110884412	1
ENSMUSG00000076972	16	13449616	13449694	1
ENSMUSG00000084629	12	117715369	117715472	-1
ENSMUSG00000077218	12	66663150	66663281	-1
ENSMUSG00000089009	2	120960927	120961032	-1
ENSMUSG00000087778	18	68851748	68851852	1
ENSMUSG00000077964	17	22586663	22586763	1
ENSMUSG00000065244	12	57011808	57011910	-1
ENSMUSG00000080576	7	110409397	110409517	-1
ENSMUSG00000089450	9	66828895	66828992	-1
ENSMUSG00000080543	18	5614471	5614581	1
ENSMUSG00000088083	16	47758553	47758784	1
ENSMUSG00000088869	17	88858697	88858796	-1
ENSMUSG00000065410	2	174093005	174093086	-1
ENSMUSG00000077178	5	79208884	79209019	1
ENSMUSG00000076396	12	110958216	110958307	1
ENSMUSG00000065625	1	9448751	9448853	1
ENSMUSG00000088420	8	18932989	18933091	1
ENSMUSG00000080342	17	24731923	24732016	1
ENSMUSG00000088800	1	18959843	18959914	-1
ENSMUSG00000065537	11	74987167	74987267	1
ENSMUSG00000088674	10	62382307	62382589	1
ENSMUSG00000064741	7	123476685	123476771	-1
ENSMUSG00000077686	15	94511686	94511817	-1
ENSMUSG00000084704	1	106777501	106777612	-1
ENSMUSG00000075993	7	66643323	66643401	-1
ENSMUSG00000065341	7	133710558	133710663	-1
ENSMUSG00000087809	X	145120912	145121001	-1
ENSMUSG00000089279	15	29933817	29933889	-1
ENSMUSG00000065899	15	34370546	34370677	-1
ENSMUSG00000075815	17	13726930	13727035	-1
ENSMUSG00000088322	10	52625444	52625550	1
ENSMUSG00000065846	5	86665880	86665986	-1
ENSMUSG00000064737	1	130782486	130782596	-1
ENSMUSG00000088264	X	119028169	119028268	1
ENSMUSG00000084498	8	55951614	55951732	1
ENSMUSG00000065573	1	178702456	178702554	-1
ENSMUSG00000064624	8	89195135	89195242	-1
ENSMUSG00000065735	1	162967735	162967811	1
ENSMUSG00000089207	16	13969441	13969550	-1
ENSMUSG00000077275	X	67946651	67946782	1
ENSMUSG00000064413	2	132542842	132542944	1
ENSMUSG00000077648	1	162806333	162806453	-1
ENSMUSG00000084546	1	115614491	115614624	-1
ENSMUSG00000088164	1	139263728	139263824	-1
ENSMUSG00000064616	12	50110870	50110976	1
ENSMUSG00000089577	15	78623913	78623987	-1
ENSMUSG00000075973	12	87059427	87059545	-1
ENSMUSG00000064724	6	97497432	97497561	-1
ENSMUSG00000065737	8	88816400	88816497	1
ENSMUSG00000089322	4	21255667	21255751	1
ENSMUSG00000065131	X	57510729	57510835	1
ENSMUSG00000080684	2	10423260	10423381	1
ENSMUSG00000065829	9	64023230	64023328	1
ENSMUSG00000080574	13	17839307	17839427	1
ENSMUSG00000080687	12	110950527	110950646	1
ENSMUSG00000065610	6	31012660	31012747	-1
ENSMUSG00000089178	16	65169867	65169996	-1
ENSMUSG00000088446	X	76153888	76153979	-1
ENSMUSG00000088795	11	85336223	85336282	1
ENSMUSG00000088733	18	78844867	78845026	1
ENSMUSG00000065083	2	120466447	120466571	-1
ENSMUSG00000088458	6	21078156	21078258	1
ENSMUSG00000088228	11	56296451	56296546	1
ENSMUSG00000088724	17	13591908	13592072	-1
ENSMUSG00000064766	11	11327388	11327515	-1
ENSMUSG00000088356	12	77792967	77793248	1
ENSMUSG00000065405	1	23279108	23279178	1
ENSMUSG00000064432	10	104477329	104477494	1
ENSMUSG00000077026	4	124413083	124413192	1
ENSMUSG00000065754	6	59655740	59655868	-1
ENSMUSG00000065483	8	86702762	86702867	-1
ENSMUSG00000077845	2	169144385	169144466	-1
ENSMUSG00000065406	10	122422696	122422780	-1
ENSMUSG00000089124	10	75075902	75076014	-1
ENSMUSG00000087910	2	116788973	116789285	1
ENSMUSG00000088716	6	123686904	123687030	-1
ENSMUSG00000088495	11	23072798	23072906	-1
ENSMUSG00000065403	14	115443073	115443168	1
ENSMUSG00000089543	4	78890491	78890613	-1
ENSMUSG00000084562	15	38977926	38978033	-1
ENSMUSG00000088798	11	88948362	88948465	-1
ENSMUSG00000089128	X	129041670	129041793	1
ENSMUSG00000077944	X	64063603	64063679	-1
ENSMUSG00000078032	7	3219483	3219561	1
ENSMUSG00000077094	12	73231197	73231305	-1
ENSMUSG00000077567	15	53444622	53444753	-1
ENSMUSG00000088279	11	107688688	107688974	1
ENSMUSG00000089043	12	35685009	35685229	-1
ENSMUSG00000064829	2	26767738	26767811	1
ENSMUSG00000076343	13	97127066	97127178	1
ENSMUSG00000064690	6	10790587	10790693	-1
ENSMUSG00000080365	12	92811870	92812012	-1
ENSMUSG00000064564	10	38335181	38335287	-1
ENSMUSG00000087866	13	74739150	74739240	-1
ENSMUSG00000065252	9	72817409	72817515	1
ENSMUSG00000064433	1	29337809	29337920	-1
ENSMUSG00000065407	9	106056455	106056544	1
ENSMUSG00000080529	18	36112478	36112561	1
ENSMUSG00000077948	14	11290692	11290785	1
ENSMUSG00000065425	X	102574421	102574518	-1
ENSMUSG00000077230	X	141595020	141595164	1
ENSMUSG00000065022	12	110919729	110919803	1
ENSMUSG00000089265	4	41150090	41150166	-1
ENSMUSG00000077518	2	181397011	181397117	1
ENSMUSG00000080356	12	111516229	111516364	-1
ENSMUSG00000064821	16	46018180	46018286	-1
ENSMUSG00000089494	19	35680207	35680293	-1
ENSMUSG00000080602	2	59654032	59654121	-1
ENSMUSG00000087807	4	117242739	117242812	1
ENSMUSG00000089328	13	44965125	44965233	-1
ENSMUSG00000077733	2	9997280	9997407	-1
ENSMUSG00000080375	12	16197157	16197226	1
ENSMUSG00000078064	8	3205955	3206012	-1
ENSMUSG00000088353	1	57524714	57524870	1
ENSMUSG00000065813	X	12792824	12792935	-1
ENSMUSG00000075733	7	66807479	66807557	-1
ENSMUSG00000077248	9	3395439	3395542	1
ENSMUSG00000084520	NT_166291	50830	50978	-1
ENSMUSG00000089528	8	65262409	65262522	1
ENSMUSG00000088600	10	30392940	30393033	-1
ENSMUSG00000076122	X	50407161	50407231	-1
ENSMUSG00000089441	12	26372666	26372771	1
ENSMUSG00000064382	16	23111374	23111502	1
ENSMUSG00000070173	16	62570862	62570965	1
ENSMUSG00000089502	17	92080019	92080099	-1
ENSMUSG00000088426	6	129961855	129961916	1
ENSMUSG00000089454	18	16033170	16033298	1
ENSMUSG00000075830	7	66669461	66669539	-1
ENSMUSG00000064530	X	34316614	34316700	1
ENSMUSG00000088309	11	86130768	86130989	1
ENSMUSG00000077616	1	59127832	59127962	1
ENSMUSG00000087897	6	47587142	47587218	1
ENSMUSG00000075915	7	66736589	66736667	-1
ENSMUSG00000089565	NT_166381	83760	83867	-1
ENSMUSG00000089215	17	8276940	8277027	1
ENSMUSG00000064664	8	126881138	126881223	1
ENSMUSG00000088658	7	111413197	111413304	-1
ENSMUSG00000088879	11	79448813	79448915	-1
ENSMUSG00000065767	11	101488680	101488870	1
ENSMUSG00000088997	12	21360215	21360313	1
ENSMUSG00000089314	15	48738198	48738282	-1
ENSMUSG00000087916	14	21019218	21019334	-1
ENSMUSG00000089250	15	12088088	12088196	-1
ENSMUSG00000077554	9	88812670	88812794	1
ENSMUSG00000065211	8	98280850	98280982	-1
ENSMUSG00000088041	4	130795192	130795325	1
ENSMUSG00000064587	15	80870073	80870223	1
ENSMUSG00000065255	1	45803740	45803870	1
ENSMUSG00000077119	X	64049980	64050050	-1
ENSMUSG00000088318	1	89147723	89147823	1
ENSMUSG00000080491	14	63958220	63958301	-1
ENSMUSG00000064843	19	25528450	25528553	-1
ENSMUSG00000089088	1	43093690	43093774	1
ENSMUSG00000065220	10	79166229	79166335	-1
ENSMUSG00000075961	7	66621736	66621814	-1
ENSMUSG00000077353	14	100817702	100817833	1
ENSMUSG00000084708	11	69483137	69483280	-1
ENSMUSG00000075755	7	66723533	66723611	-1
ENSMUSG00000076032	15	38168327	38168435	1
ENSMUSG00000070225	16	33001989	33002107	1
ENSMUSG00000088991	13	113081329	113081481	1
ENSMUSG00000088267	7	13444271	13444380	1
ENSMUSG00000077302	4	6561311	6561442	-1
ENSMUSG00000088507	10	77369209	77369268	-1
ENSMUSG00000088522	3	130573867	130573994	-1
ENSMUSG00000065262	11	98878345	98878466	-1
ENSMUSG00000088655	11	66014581	66014640	1
ENSMUSG00000087771	4	37286694	37286753	1
ENSMUSG00000089059	3	25218484	25218601	-1
ENSMUSG00000077502	15	69281445	69281576	-1
ENSMUSG00000077698	2	166890776	166890865	1
ENSMUSG00000065878	7	52381971	52382040	-1
ENSMUSG00000089596	2	33668477	33668846	1
ENSMUSG00000064793	7	28908273	28908378	1
ENSMUSG00000064582	17	43591204	43591346	1
ENSMUSG00000064795	11	95944987	95945170	-1
ENSMUSG00000075758	7	66948590	66948683	-1
ENSMUSG00000089519	5	35104695	35104774	1
ENSMUSG00000075828	7	66716047	66716125	-1
ENSMUSG00000064523	5	105365670	105365776	1
ENSMUSG00000089108	2	53877332	53877395	1
ENSMUSG00000076066	X	93438156	93438265	1
ENSMUSG00000080345	1	128364712	128364801	-1
ENSMUSG00000084419	11	53514681	53514990	1
ENSMUSG00000089404	11	94820092	94820207	1
ENSMUSG00000076118	2	10430923	10431031	1
ENSMUSG00000064875	18	78730197	78730303	1
ENSMUSG00000076253	12	35879483	35879569	-1
ENSMUSG00000064963	5	144774867	144774970	1
ENSMUSG00000089607	16	38927322	38927420	1
ENSMUSG00000089161	13	65259566	65259716	1
ENSMUSG00000088119	11	118042255	118042349	-1
ENSMUSG00000088401	10	107055427	107055509	-1
ENSMUSG00000088924	10	120042593	120042652	1
ENSMUSG00000084426	9	73642935	73643064	-1
ENSMUSG00000065593	5	139845604	139845699	-1
ENSMUSG00000089115	6	118784918	118785018	1
ENSMUSG00000088929	9	15118518	15118588	1
ENSMUSG00000080407	14	42853226	42853346	-1
ENSMUSG00000077795	2	160822513	160822637	1
ENSMUSG00000076372	16	43640768	43640850	1
ENSMUSG00000064508	8	48804600	48804723	1
ENSMUSG00000087928	8	37302035	37302094	1
ENSMUSG00000065608	15	85537033	85537127	1
ENSMUSG00000084644	2	158313338	158313423	1
ENSMUSG00000089463	5	143916430	143916540	-1
ENSMUSG00000089613	1	89311830	89311924	-1
ENSMUSG00000065185	4	116346758	116346867	1
ENSMUSG00000087912	14	31828334	31828412	-1
ENSMUSG00000080471	4	155285739	155285859	1
ENSMUSG00000084590	13	21537029	21537109	1
ENSMUSG00000065792	10	6242072	6242228	-1
ENSMUSG00000064460	3	137378622	137378728	1
ENSMUSG00000089187	14	50192889	50192993	-1
ENSMUSG00000077607	4	80984178	80984308	-1
ENSMUSG00000088829	1	15676016	15676127	-1
ENSMUSG00000088868	2	46161856	46161978	1
ENSMUSG00000088877	7	100296356	100296481	-1
ENSMUSG00000088132	8	66640202	66640323	1
ENSMUSG00000088061	8	95418326	95418385	1
ENSMUSG00000078012	2	93738199	93738290	1
ENSMUSG00000087818	12	8579039	8579122	-1
ENSMUSG00000084454	6	120331052	120331157	-1
ENSMUSG00000065246	11	70810041	70810146	-1
ENSMUSG00000064602	1	63225578	63225709	1
ENSMUSG00000088973	1	60670542	60670647	-1
ENSMUSG00000077182	6	74290944	74291075	1
ENSMUSG00000088901	15	79205658	79205730	-1
ENSMUSG00000089083	6	124691243	124691304	-1
ENSMUSG00000076229	18	75069806	75069887	-1
ENSMUSG00000087975	X	50659354	50659660	1
ENSMUSG00000076053	13	50357763	50357871	1
ENSMUSG00000065401	11	77886507	77886572	1
ENSMUSG00000089042	8	126138992	126139075	-1
ENSMUSG00000077303	X	98438077	98438210	1
ENSMUSG00000084592	15	12101247	12101329	1
ENSMUSG00000064702	11	101503062	101503252	1
ENSMUSG00000070209	17	44777974	44778092	-1
ENSMUSG00000080464	18	11034725	11034799	-1
ENSMUSG00000077470	15	38872125	38872255	1
ENSMUSG00000065193	14	106660340	106660470	-1
ENSMUSG00000080496	12	88748229	88748318	1
ENSMUSG00000088190	X	144495744	144495832	-1
ENSMUSG00000077604	11	116535462	116535536	1
ENSMUSG00000077270	12	66667077	66667208	1
ENSMUSG00000077140	2	10405596	10405679	1
ENSMUSG00000064943	1	48519017	48519137	-1
ENSMUSG00000084465	14	63488551	63488669	1
ENSMUSG00000088236	9	20057237	20057332	-1
ENSMUSG00000075942	8	126123761	126123879	-1
ENSMUSG00000084646	4	148891288	148891391	-1
ENSMUSG00000064495	11	6519811	6519943	-1
ENSMUSG00000087861	16	24406441	24406503	-1
ENSMUSG00000076159	2	10410231	10410303	1
ENSMUSG00000065125	1	27015948	27016066	-1
ENSMUSG00000089383	6	130031437	130031511	1
ENSMUSG00000077195	4	93267670	93267776	1
ENSMUSG00000084611	4	32601762	32602028	1
ENSMUSG00000088966	12	52186674	52186790	1
ENSMUSG00000089557	7	6974640	6974720	1
ENSMUSG00000088067	4	124374749	124374851	-1
ENSMUSG00000077196	6	24844670	24844800	-1
ENSMUSG00000089069	6	93840609	93840744	1
ENSMUSG00000064453	5	108333574	108333667	1
ENSMUSG00000089227	12	47933546	47933794	-1
ENSMUSG00000088605	9	35311173	35311280	-1
ENSMUSG00000077856	5	8203866	8203975	-1
ENSMUSG00000077010	12	19897831	19897916	1
ENSMUSG00000089040	X	79423793	79424011	1
ENSMUSG00000088000	1	4713358	4713460	-1
ENSMUSG00000064949	4	131866155	131866284	1
ENSMUSG00000065516	1	164153499	164153608	1
ENSMUSG00000065733	X	103845252	103845358	-1
ENSMUSG00000088348	2	29786947	29787043	-1
ENSMUSG00000089439	12	92053637	92053765	1
ENSMUSG00000070219	X	148212214	148212332	1
ENSMUSG00000064630	10	103422177	103422285	1
ENSMUSG00000088384	18	38516232	38516328	1
ENSMUSG00000088773	X	74033761	74033868	-1
ENSMUSG00000077869	7	68880410	68880507	-1
ENSMUSG00000088081	7	71106787	71106984	-1
ENSMUSG00000084710	4	54723496	54723784	1
ENSMUSG00000089104	16	93742064	93742123	-1
ENSMUSG00000064768	17	24665421	24665498	1
